1,80010114
2,80010115
3,80010116
4,80010117
5,80010118
6,80010119
7,80010114
8,80010115
9,80010116
10,80010117
11,80010118
12,80010119
13,80010114
14,80010115
15,80010116
16,80010117
17,80010118
18,80010119
19,80010114
20,80010115
21,80010116
22,80010117
23,80010118
24,80010119
25,80010114
26,80010115
27,80010116
28,80010117
29,80010118
30,80010119
31,80010114
32,80010115
33,80010116
34,80010117
35,80010118
36,80010119
37,80010114
38,80010115
39,80010116
40,80010117
41,80010118
42,80010119
43,80010114
44,80010115
45,80010116
46,80010117
47,80010118
48,80010119
49,80010114
50,80010115
51,80010116
52,80010117
53,80010118
54,80010119
55,80010114
56,80010115
57,80010116
58,80010117
59,80010118
60,80010119
61,80010114
62,80010115
63,80010116
64,80010117
65,80010118
66,80010119
67,80010114
68,80010115
69,80010116
70,80010117
71,80010118
72,80010119
73,80010114
74,80010115
75,80010116
76,80010117
77,80010118
78,80010119
79,80010114
80,80010115
81,80010116
82,80010117
83,80010118
84,80010119
85,80010114
86,80010115
87,80010116
88,80010117
89,80010118
90,80010119
91,80010114
92,80010115
93,80010116
94,80010117
95,80010118
96,80010119
97,80010114
98,80010115
99,80010116
100,80010117
